G,R,2B,3B,HR,RBI,SO,BA,OPS,GDP,SF,Salary
136,78,36,1,20,79,61,0.302,0.875,17,6,7.111263581
155,101,35,1,8,86,64,0.301,0.742,12,11,6.968248781
157,83,35,1,25,111,96,0.301,0.853,16,10,5.640889847
147,78,40,0,25,114,76,0.301,0.879,19,11,6.51595111
135,91,19,5,1,38,45,0.301,0.721,5,2,6.7984977
161,97,43,3,23,112,112,0.3,0.848,22,6,5.640889847
155,73,42,1,14,65,85,0.3,0.798,12,5,6.715523465
129,86,25,1,24,82,154,0.3,0.894,14,4,5.626428585
135,97,42,5,33,70,130,0.299,0.897,9,3,7.269278777
161,114,43,7,24,85,103,0.297,0.852,9,7,6.442807819
162,139,38,20,30,94,85,0.296,0.875,11,6,6.887018972
151,86,35,9,21,102,93,0.296,0.859,14,8,6.73779986
133,72,19,1,18,81,55,0.296,0.799,22,3,7.17906803
136,86,25,6,7,38,51,0.296,0.781,6,5,6.816981106
133,84,33,1,20,88,92,0.296,0.881,21,8,7.276247911
135,67,29,2,12,56,46,0.296,0.791,8,7,6.771223615
137,64,37,3,11,68,43,0.296,0.84,17,5,5.621461295
140,86,33,9,24,81,99,0.295,0.892,6,7,5.635426951
139,69,28,9,10,63,87,0.294,0.817,21,7,6.629894462
162,96,24,8,0,41,37,0.293,0.685,10,2,6.913891119
162,84,40,0,19,105,129,0.293,0.782,14,7,5.669765974
151,87,32,3,19,87,89,0.293,0.843,16,6,5.627101562
149,64,28,3,10,72,93,0.293,0.792,17,4,6.675651919
136,74,20,1,0,34,83,0.293,0.735,7,5,5.621461295
155,104,33,5,24,99,130,0.291,0.838,14,2,5.619754831
160,87,47,2,17,78,102,0.291,0.792,21,5,5.63575667
149,80,35,5,21,105,97,0.291,0.831,14,7,6.779192545
152,80,33,4,29,116,137,0.291,0.926,13,5,5.644134901
156,103,42,5,12,57,99,0.29,0.808,8,4,6.662079146
153,84,28,2,23,99,118,0.29,0.813,17,5,6.73779986
146,79,22,1,12,48,60,0.29,0.739,15,3,6.436769864
147,57,35,1,11,58,72,0.29,0.759,12,5,5.913891119
155,72,38,2,9,67,48,0.289,0.725,10,4,5.961382495
139,66,25,1,16,76,86,0.289,0.794,5,1,5.648957468
138,62,29,1,21,61,94,0.289,0.842,12,3,5.622142007
158,107,26,6,30,94,109,0.288,0.816,26,5,5.648957468
162,65,38,0,13,93,127,0.288,0.723,23,7,5.816981106
158,109,35,2,50,119,121,0.288,1.013,9,4,5.656877952
145,85,35,2,16,83,105,0.288,0.843,9,5,5.66670755
160,94,45,1,28,107,101,0.287,0.839,17,5,7.119816902
135,52,29,0,14,61,41,0.287,0.755,22,2,6.812128578
133,52,23,2,4,41,41,0.287,0.724,15,1,6.436769864
160,103,30,8,21,83,98,0.286,0.813,12,4,6.699220954
137,72,35,3,12,59,96,0.286,0.777,19,1,5.625529657
143,100,28,4,25,103,73,0.285,0.855,9,10,7.152773208
144,78,31,8,7,60,127,0.285,0.763,23,2,5.657923186
123,82,21,10,7,34,114,0.285,0.77,2,5,6.448199213
153,50,32,2,13,64,68,0.284,0.802,10,8,5.627101562
158,123,40,5,16,101,115,0.283,0.814,11,7,7.214921114
161,101,46,3,30,100,140,0.282,0.849,6,6,6.038829855
148,99,29,1,46,121,142,0.282,1.037,7,8,5.941919842
129,50,31,3,11,63,96,0.281,0.714,16,2,7.062807824
131,78,23,3,12,46,62,0.281,0.77,10,2,5.651613712
160,119,36,12,12,57,78,0.28,0.775,6,1,6.640889847
151,68,34,5,15,72,87,0.28,0.778,13,4,6.640889847
153,95,24,2,34,102,125,0.278,0.896,11,5,7.200197857
148,71,33,0,22,67,113,0.278,0.792,16,8,6.470193619
139,70,23,2,15,68,56,0.278,0.793,11,2,6.905117194
162,118,34,5,24,78,155,0.277,0.852,3,2,5.993072365
151,89,30,1,26,80,73,0.277,0.786,13,1,5.640889847
155,63,30,0,26,95,94,0.277,0.857,14,5,7.044010368
144,78,24,1,30,93,99,0.277,0.869,14,9,6.816981106
149,87,41,2,26,99,104,0.276,0.802,18,4,7.100470789
150,84,33,3,19,76,94,0.276,0.777,10,3,6.5828979
144,93,33,3,33,112,111,0.276,0.878,8,10,7.180951027
144,87,28,5,16,81,107,0.276,0.79,19,5,6.592105901
147,91,26,10,16,68,117,0.276,0.831,8,2,5.618613452
134,38,19,1,19,81,53,0.276,0.731,13,2,6.640889847
145,57,30,2,18,74,94,0.275,0.786,9,6,5.619526795
130,79,19,0,35,96,134,0.275,0.973,10,3,7.23380644
126,67,23,1,14,58,83,0.274,0.759,22,5,6.928607788
150,66,24,8,8,73,68,0.273,0.718,14,9,5.67471554
152,71,42,0,21,88,131,0.272,0.803,18,4,6.543979834
144,57,43,1,15,70,107,0.272,0.813,12,3,5.635426951
157,84,31,3,31,111,91,0.271,0.834,17,9,6.692042369
121,72,27,2,13,51,61,0.271,0.777,8,1,6.993072365
156,81,36,4,18,78,123,0.27,0.776,14,5,6.612861123
138,87,23,4,6,47,68,0.27,0.687,11,3,7.205161257
152,87,27,1,21,72,146,0.27,0.771,12,7,5.913891119
141,93,27,2,12,63,79,0.27,0.747,4,3,7.152773208
139,51,38,0,18,92,74,0.27,0.772,19,6,6.214921114
140,84,30,4,11,64,100,0.27,0.796,12,6,7.184957891
132,65,26,2,8,45,65,0.269,0.69,3,4,6.672298311
144,94,26,0,47,136,199,0.268,0.976,13,7,5.993072365
145,85,28,7,6,60,84,0.268,0.712,12,5,6.692042369
152,58,25,7,2,47,78,0.267,0.64,13,5,5.618613452
135,67,27,4,9,43,88,0.267,0.747,6,6,6.550713216
162,99,43,5,24,91,125,0.266,0.788,26,5,5.640889847
161,84,35,1,16,74,106,0.266,0.765,13,4,6.5828979
152,80,25,2,24,100,115,0.266,0.837,15,5,6.838170405
148,80,30,2,3,45,50,0.266,0.672,12,3,5.629894462
144,75,32,4,21,89,122,0.265,0.827,11,1,5.618613452
140,75,20,7,5,43,73,0.265,0.699,8,2,5.646284878
133,107,20,1,25,75,71,0.265,0.839,10,6,7.152773208
152,101,27,2,40,106,165,0.264,0.94,12,4,7.060019154
130,96,22,2,20,61,83,0.263,0.796,14,4,5.630682159
136,54,24,0,14,50,66,0.263,0.712,21,3,6.779192545
150,84,36,1,22,78,131,0.262,0.836,13,9,6.118011101
157,101,29,9,7,58,83,0.26,0.722,10,4,6.339859851
151,71,34,0,31,90,102,0.259,0.841,21,6,7.118011101
139,71,30,0,24,87,118,0.258,0.781,12,6,7.200197857
155,77,26,0,30,97,120,0.256,0.902,10,8,7.161045733
124,61,18,1,26,82,164,0.256,0.912,6,6,5.612861123
131,57,15,3,17,68,122,0.255,0.787,9,4,7.038829855
153,89,44,3,27,97,128,0.254,0.759,12,11,6.391012373
142,75,36,2,15,63,101,0.254,0.753,16,6,5.638166988
138,68,34,0,28,78,107,0.254,0.804,17,4,6.913891119
140,63,26,1,17,63,94,0.254,0.785,8,2,6.478162549
136,59,35,0,14,63,128,0.254,0.74,9,7,6.533679877
150,61,28,2,20,72,70,0.253,0.708,15,3,6.746400031
149,58,17,2,11,62,64,0.252,0.639,16,3,5.662079146
140,79,26,3,18,72,102,0.252,0.742,12,6,6.845009829
141,68,31,3,10,50,112,0.251,0.666,5,5,6.750637084
151,60,36,4,15,60,137,0.247,0.725,12,2,5.618613452
145,78,25,2,21,84,141,0.247,0.746,8,8,6.550713216
145,54,18,3,4,51,48,0.246,0.621,14,3,6.700011362
159,113,49,3,31,88,167,0.245,0.805,10,11,5.632115922
154,70,25,6,9,50,109,0.245,0.659,11,6,6.629894462
149,85,36,4,16,80,89,0.245,0.706,9,6,6.800005668
151,88,33,6,21,78,160,0.242,0.759,9,3,6.883927895
137,45,20,1,3,41,42,0.242,0.61,8,3,7.1744925
150,60,28,4,12,60,100,0.238,0.683,4,8,6.214921114
147,71,36,2,8,73,82,0.237,0.643,9,4,6.955283804
148,85,29,3,32,68,141,0.237,0.763,5,5,5.618613452
151,64,25,2,14,71,150,0.236,0.688,8,4,6.729025935
118,87,21,6,16,36,116,0.235,0.807,3,2,6.159403786
150,55,18,2,20,68,112,0.234,0.678,6,5,6.656877952
154,83,27,2,26,94,138,0.222,0.724,16,9,7.169163624
138,56,21,2,11,71,75,0.218,0.638,18,9,6.883927895
150,53,18,4,1,25,90,0.21,0.562,7,3,6.29410236
140,86,36,4,13,84,54,0.347,0.936,24,7,5.658377343
157,85,53,2,6,85,52,0.344,0.851,12,9,5.590343458
154,118,39,3,14,97,102,0.343,0.9,13,4,7.335070953
122,62,41,1,15,78,54,0.342,0.89,19,5,5.637242327
158,112,50,2,26,114,108,0.339,0.998,18,4,5.73025935
143,119,33,1,49,137,50,0.331,1.102,20,3,7.208605696
162,99,37,0,24,100,79,0.33,0.878,28,6,7.128619281
157,117,48,1,29,120,76,0.329,0.965,24,7,5.581362159
156,92,34,1,33,116,68,0.329,0.934,16,4,7.18665112
155,119,45,5,34,114,110,0.326,0.973,22,3,5.998325405
161,110,20,9,9,49,71,0.322,0.786,2,2,7.153227365
157,97,37,1,34,130,93,0.321,0.934,10,11,5.641778081
130,79,27,1,35,102,102,0.321,1.058,13,8,7.318174737
153,100,41,5,19,85,87,0.32,0.92,16,4,6.755287356
134,86,34,2,12,49,81,0.319,0.869,9,1,6.210132216
124,80,39,1,5,49,38,0.318,0.783,15,2,6.875809037
153,82,37,0,16,93,78,0.316,0.856,27,6,5.959407339
152,95,29,0,45,136,106,0.315,1.041,11,8,7.217685354
146,103,27,3,44,120,118,0.315,1.006,15,7,6.755287356
162,93,52,3,14,103,96,0.314,0.814,27,8,6.533438606
159,104,25,1,58,149,181,0.313,1.084,7,6,5.606545705
152,97,30,0,35,113,104,0.313,0.932,25,9,7.135498598
147,102,44,6,19,79,99,0.313,0.866,8,8,6.434260732
157,82,46,1,22,92,96,0.312,0.88,19,2,6.458578734
154,96,40,5,26,116,113,0.311,0.912,15,8,5.629188954
160,131,40,4,32,102,132,0.309,0.906,9,4,5.755287356
129,100,31,1,42,117,111,0.308,1.097,10,2,6.45425736
151,89,20,16,18,77,85,0.305,0.83,8,2,6.45425736
156,83,38,1,24,82,113,0.304,0.862,24,5,5.571528656
122,82,31,2,20,93,30,0.303,0.872,15,4,6.985736277
154,91,40,5,32,106,90,0.303,0.899,13,9,6.706624875
145,94,40,5,15,81,64,0.302,0.88,10,6,7.27642544
129,79,15,12,3,41,42,0.301,0.763,16,2,6.658377343
136,84,23,5,5,36,66,0.3,0.781,10,3,5.901415392
159,113,32,9,15,63,98,0.3,0.814,7,3,6.809644967
161,102,37,1,37,116,65,0.3,0.895,22,11,6.985736277
153,122,30,17,19,81,81,0.3,0.841,6,0,5.660002901
136,74,28,4,13,69,86,0.3,0.769,16,2,7.082295034
155,82,32,1,24,104,87,0.298,0.827,13,4,7.265832366
156,98,41,2,15,107,138,0.297,0.886,13,9,7.18985626
134,85,32,4,7,52,69,0.297,0.74,12,5,6.658377343
144,70,22,3,13,62,62,0.297,0.809,16,2,5.583947253
142,84,22,6,3,49,58,0.296,0.728,14,2,6.761454295
136,78,40,2,13,74,102,0.296,0.812,13,2,5.885621125
142,78,32,3,10,59,52,0.296,0.743,12,5,6.658377343
142,94,48,1,22,95,69,0.296,0.887,10,8,7.121710313
119,83,36,7,8,56,70,0.295,0.81,10,4,5.755287356
143,76,23,0,1,50,54,0.295,0.709,19,5,7.123264117
140,65,24,0,16,64,72,0.295,0.769,10,1,6.658377343
153,88,22,10,4,58,51,0.295,0.749,13,5,6.717498764
137,79,30,7,26,93,61,0.293,0.898,17,2,6.901415392
150,67,33,6,22,84,123,0.293,0.898,8,2,5.630348619
149,100,40,2,14,70,89,0.293,0.797,17,2,7.010559861
129,80,18,13,2,44,61,0.293,0.752,5,5,6.40849987
123,68,18,1,2,23,41,0.292,0.694,7,3,6.533438606
162,87,32,13,3,40,38,0.292,0.717,6,1,6.815985196
158,119,46,11,17,59,128,0.292,0.833,7,2,5.570865104
155,70,28,3,6,50,66,0.291,0.735,15,5,5.582656629
140,75,26,1,15,79,73,0.291,0.809,18,7,5.572191195
144,61,25,1,18,76,46,0.291,0.783,15,3,6.791383675
147,72,25,2,16,62,72,0.291,0.799,15,2,5.570865104
157,93,38,4,38,119,63,0.291,0.912,15,7,7.087725816
147,100,46,0,23,77,99,0.29,0.948,12,3,6.56146733
135,73,21,7,1,45,68,0.29,0.725,8,7,5.895166442
154,113,26,1,35,121,139,0.29,0.914,22,4,7.380599807
162,134,53,11,28,76,153,0.29,0.907,2,4,6.25359791
157,68,28,6,8,47,54,0.289,0.713,10,1,5.952108284
141,62,28,0,13,51,41,0.289,0.826,13,4,5.931378615
159,103,33,5,33,123,115,0.289,0.869,13,7,6.684706282
126,52,26,1,7,47,48,0.289,0.744,16,4,6.901415392
143,108,26,0,42,109,147,0.288,1.014,4,7,7.207585007
147,77,41,2,15,81,95,0.287,0.815,15,10,6.305515709
157,87,34,9,15,67,78,0.287,0.809,17,4,6.418045188
151,115,29,2,54,137,117,0.287,1.049,12,5,6.985736277
157,84,47,3,20,110,120,0.287,0.822,15,4,5.570865104
159,101,29,3,35,109,156,0.286,0.928,15,9,6.2993554
138,85,34,3,10,55,66,0.286,0.757,16,5,6.544162472
149,115,35,5,24,80,85,0.285,0.841,4,5,7.170260704
149,73,31,1,27,81,116,0.285,0.833,17,2,6.901415392
149,89,38,1,32,90,128,0.285,0.915,9,7,5.679566642
155,75,33,0,5,59,63,0.285,0.706,16,5,6.568200713
150,102,41,5,24,109,130,0.284,0.867,11,6,6.170260704
153,79,47,1,20,80,61,0.284,0.814,22,7,7.010559861
150,76,31,0,30,94,58,0.283,0.828,18,7,6.483641138
146,84,34,6,20,100,106,0.283,0.891,4,6,7.113222203
153,95,45,1,9,72,58,0.282,0.738,12,11,6.931378615
151,78,28,8,10,79,80,0.282,0.723,17,5,5.581362159
162,99,45,1,33,110,128,0.282,0.886,17,6,6.865877066
154,105,26,7,27,90,123,0.282,0.818,5,8,5.570865104
138,97,24,0,18,67,110,0.281,0.774,7,2,6.436528593
154,91,41,0,20,80,129,0.281,0.794,11,5,5.637242327
141,63,28,2,17,85,95,0.28,0.756,8,7,7.081623217
150,72,32,3,13,58,81,0.28,0.741,8,5,5.570865104
130,75,26,2,7,50,59,0.28,0.752,9,1,5.647381959
130,57,28,1,17,63,85,0.28,0.79,12,1,5.686745227
147,100,42,2,13,72,120,0.279,0.81,12,11,5.606056083
153,74,25,5,19,79,86,0.278,0.76,11,6,6.600385396
147,86,21,2,31,98,108,0.278,0.826,19,4,7.088734631
149,83,19,5,1,30,88,0.278,0.672,6,2,5.658377343
138,56,22,2,9,53,38,0.278,0.754,8,5,6.45425736
149,73,31,3,15,66,82,0.277,0.776,17,3,6.901415392
141,73,27,1,21,68,80,0.277,0.764,22,6,6.819745345
143,65,27,2,23,93,97,0.277,0.867,10,5,7.135498598
158,127,45,9,25,83,80,0.277,0.811,12,7,7.010559861
159,119,41,2,46,95,160,0.277,0.911,3,3,7.056317352
142,62,28,2,26,74,109,0.277,0.852,13,6,5.570865104
149,65,28,1,17,75,88,0.276,0.751,19,6,5.630348619
140,127,38,1,41,116,99,0.275,0.982,6,7,7.198438524
144,66,29,2,23,91,79,0.275,0.822,13,5,6.658377343
129,57,29,3,7,59,55,0.275,0.719,18,6,6.901415392
129,68,33,3,7,59,68,0.274,0.751,10,1,6.368071213
156,98,27,3,11,52,126,0.274,0.739,9,3,6.487681116
155,96,25,0,16,83,99,0.274,0.733,9,7,6.693139516
139,50,26,6,4,55,72,0.273,0.718,15,5,6.526139368
142,70,27,1,8,35,65,0.273,0.686,15,5,6.733010961
147,63,30,1,13,67,81,0.272,0.725,17,2,6.658377343
132,64,26,0,15,64,74,0.272,0.811,14,2,6.378536646
157,82,35,1,28,81,125,0.271,0.831,17,8,5.574172771
132,67,30,2,8,27,98,0.271,0.762,5,0,6.170260704
153,93,52,2,15,73,58,0.271,0.795,14,6,7.117015192
147,62,26,1,17,70,129,0.271,0.791,9,4,6.931378615
145,60,27,4,10,63,68,0.27,0.736,18,5,6.72841521
148,101,39,4,35,85,162,0.27,0.899,12,4,5.677493633
137,77,11,0,39,114,81,0.27,0.926,13,6,6.547679046
156,88,39,4,25,89,118,0.268,0.792,15,3,7.117015192
141,88,34,9,22,83,142,0.268,0.837,8,5,6.901415392
142,54,26,4,10,66,65,0.268,0.724,13,5,6.286766273
143,82,37,3,26,79,88,0.267,0.795,12,3,6.40849987
155,93,23,8,9,62,100,0.267,0.712,6,7,6.40849987
131,57,25,2,21,66,64,0.267,0.813,11,6,6.896214219
123,77,32,1,9,55,101,0.267,0.717,6,6,6.232408611
152,76,26,3,16,89,98,0.266,0.726,15,2,6.540617191
144,89,30,2,38,114,120,0.265,0.909,12,10,7.18665112
150,86,33,2,24,86,135,0.264,0.83,18,5,6.32348908
158,75,40,0,34,107,154,0.264,0.842,17,4,6.997082787
158,87,37,1,14,83,60,0.263,0.771,18,4,7.010559861
135,58,25,2,17,72,121,0.263,0.73,20,3,6.658377343
141,87,32,2,11,60,105,0.262,0.729,12,3,6.641778081
136,54,37,1,20,77,105,0.262,0.798,16,5,5.570865104
156,107,29,0,41,129,127,0.262,0.894,13,9,7.170260704
149,82,34,5,11,56,63,0.262,0.721,7,4,6.815985196
139,86,27,6,3,45,96,0.261,0.684,7,4,6.373335453
162,83,24,6,29,103,132,0.26,0.742,15,3,5.641213696
159,90,31,9,19,68,174,0.26,0.773,4,6,5.581362159
144,80,24,1,29,95,131,0.258,0.89,11,4,7.045321967
137,49,30,1,2,40,85,0.258,0.648,11,6,6.056317352
149,84,28,3,13,68,152,0.257,0.708,19,3,6.2993554
147,89,35,2,28,92,126,0.255,0.783,14,6,6.503475383
157,106,24,2,35,95,152,0.254,0.864,13,6,5.581362159
148,54,25,0,14,65,98,0.253,0.682,22,6,5.597896596
139,92,25,0,37,113,106,0.253,0.971,10,7,7.311589857
159,83,29,2,27,83,128,0.253,0.776,12,5,6.533438606
153,105,27,0,38,104,134,0.252,0.868,25,5,7.056317352
145,79,33,0,21,62,84,0.246,0.727,15,5,6.658377343
151,51,18,7,6,41,109,0.245,0.61,10,3,5.582656629
160,75,35,5,22,98,112,0.244,0.709,18,6,6.658377343
137,74,24,2,22,72,100,0.241,0.786,19,6,7.034040957
150,52,28,6,6,59,71,0.239,0.642,5,4,6.335070953
132,45,18,1,9,54,88,0.234,0.592,21,3,6.357347347
160,99,24,0,40,92,194,0.234,0.855,8,3,6.931378615
139,37,16,1,2,39,71,0.23,0.593,21,3,6.533438606
131,57,26,4,7,56,72,0.22,0.598,2,7,5.606545705
158,120,50,3,46,107,109,0.335,1.08,12,7,6.9517494
129,84,27,2,9,56,25,0.331,0.83,12,4,6.729900631
159,114,40,5,24,91,91,0.331,0.899,20,3,6.465082808
161,129,38,2,41,117,65,0.33,1.039,19,3,7.118295322
158,106,43,2,33,116,125,0.323,0.947,20,6,5.635344524
162,124,29,1,48,130,139,0.321,1.031,8,3,7.432630784
144,92,45,2,20,79,80,0.32,0.979,14,1,7.167513345
141,95,29,2,32,108,48,0.317,0.959,16,5,7.164052813
148,117,35,6,10,75,69,0.316,0.805,5,9,6.983596748
143,92,45,7,18,73,83,0.314,0.903,6,4,5.658207407
137,75,32,0,9,58,48,0.312,0.795,27,5,6.959237402
159,122,25,5,19,70,117,0.309,0.839,15,3,7.322415305
145,73,34,4,27,72,78,0.308,0.911,10,6,5.592187607
125,68,24,7,19,87,79,0.307,0.866,11,4,5.978832958
162,110,44,6,32,101,142,0.306,0.961,12,7,5.617371153
145,94,31,1,13,53,55,0.306,0.798,13,2,6.12784064
160,85,47,6,20,63,91,0.306,0.859,11,3,6.641174067
160,99,42,1,27,102,113,0.306,0.912,16,3,5.575672519
137,94,42,0,33,108,123,0.305,1.003,9,4,5.766112804
147,73,33,0,20,80,78,0.305,0.853,16,7,6.243234059
162,108,45,3,23,116,78,0.305,0.863,16,8,6.970232787
162,89,50,5,26,98,83,0.304,0.865,26,3,7.108535485
162,111,21,12,15,68,66,0.303,0.786,5,6,7.164052813
123,72,30,0,31,92,60,0.302,0.926,15,2,6.983596748
122,72,12,4,4,30,32,0.301,0.765,11,1,6.780353271
156,101,33,15,15,81,84,0.301,0.8,11,6,6.0671428
144,81,41,3,33,115,121,0.301,0.981,16,6,6.669202791
158,92,38,8,15,83,64,0.301,0.905,14,8,6.91224084
128,85,30,0,35,92,93,0.301,0.946,9,7,6.84529405
162,112,41,3,43,144,124,0.301,0.954,18,3,6.465082808
145,86,42,4,16,69,81,0.3,0.81,7,5,5.629316663
159,119,40,1,47,148,124,0.3,1.001,13,9,6.787302103
122,63,39,0,21,83,61,0.3,0.864,16,6,7.108535485
132,78,34,4,14,62,68,0.297,0.778,16,3,5.579026161
158,89,36,6,6,57,72,0.295,0.765,5,4,6.565453353
150,69,34,3,10,62,74,0.295,0.799,22,6,6.389362094
158,90,26,7,8,61,44,0.294,0.758,13,4,6.544264054
137,64,30,3,8,59,81,0.294,0.741,14,2,6.0671428
131,61,26,2,9,55,64,0.294,0.783,9,3,5.579026161
132,76,34,1,24,82,72,0.293,0.934,18,2,7.088332099
122,69,31,6,9,56,76,0.293,0.804,6,6,5.572292778
148,87,42,1,25,86,138,0.292,0.888,13,5,6.970232787
141,82,35,4,24,78,128,0.292,0.885,12,4,5.567790863
152,112,30,1,45,144,119,0.292,0.982,20,6,7.383113145
152,104,45,4,15,63,108,0.291,0.826,13,4,6.438210662
146,69,39,6,17,62,103,0.291,0.837,11,3,5.603701242
152,91,36,2,18,82,79,0.291,0.792,21,3,6.654853765
148,97,34,5,23,85,111,0.291,0.838,8,7,5.685190896
154,104,27,0,34,123,76,0.291,0.891,11,5,7.181086152
152,82,13,4,3,29,103,0.291,0.666,4,4,5.566829882
147,93,39,6,28,105,109,0.291,0.915,10,7,5.604961895
142,67,33,0,12,62,59,0.29,0.785,19,7,6.924475296
158,113,25,10,8,57,101,0.29,0.749,9,5,5.658207407
129,80,28,1,0,25,75,0.29,0.7,7,5,5.91224084
158,115,38,11,12,54,71,0.29,0.77,9,2,6.652603529
131,66,35,3,15,74,87,0.289,0.887,15,2,6.228510802
149,100,36,0,29,105,85,0.289,0.889,19,4,7.006662052
158,111,37,11,22,81,132,0.289,0.832,17,2,5.569979438
138,62,31,1,13,89,72,0.287,0.773,18,4,5.568202062
141,59,27,3,16,76,104,0.287,0.795,9,3,6.714036424
162,104,37,1,24,102,134,0.286,0.879,7,8,7.184414095
150,75,31,5,17,86,108,0.286,0.804,14,7,5.617371153
150,73,40,1,28,117,83,0.286,0.808,24,7,5.568065039
158,87,37,4,22,73,95,0.286,0.832,18,8,7.0671428
145,71,36,1,17,78,72,0.284,0.774,17,7,6.465082808
154,100,31,11,12,58,78,0.284,0.777,11,5,6.815330827
142,68,34,1,17,96,84,0.283,0.743,13,5,7.049414033
150,86,30,3,36,101,119,0.283,0.945,12,5,5.720355313
148,81,32,2,24,76,102,0.283,0.817,14,9,6.611210844
158,98,24,0,40,100,109,0.283,0.909,9,3,7.009150853
149,86,30,1,27,88,112,0.283,0.821,9,3,6.650719347
154,78,27,1,32,117,160,0.281,0.892,12,5,6.927480806
133,70,30,1,22,70,117,0.281,0.856,10,3,7.0671428
162,92,32,2,20,89,99,0.28,0.792,12,3,6.641174067
139,75,35,1,15,82,51,0.28,0.746,13,4,6.880056156
135,74,25,6,15,71,114,0.278,0.78,16,6,6.428870636
139,72,33,3,26,79,56,0.277,0.833,15,1,6.482116148
157,69,30,3,20,89,95,0.277,0.768,16,12,5.669202791
158,80,34,1,19,72,98,0.276,0.816,17,4,5.716477658
162,96,19,13,2,47,45,0.276,0.68,10,2,6.611210844
150,71,43,2,17,68,81,0.276,0.787,11,3,6.399581259
153,100,36,4,8,70,100,0.276,0.721,15,5,6.970232787
129,71,33,5,14,50,93,0.276,0.735,19,7,6.970232787
145,74,29,2,31,86,99,0.274,0.846,15,2,6.807505489
154,59,33,1,9,54,47,0.274,0.681,22,4,6.0671428
132,69,27,3,10,56,73,0.274,0.711,11,5,6.84529405
153,86,33,3,7,66,109,0.273,0.696,8,2,6.205445498
150,85,22,2,34,98,98,0.273,0.863,5,2,5.942204063
161,99,24,17,7,58,78,0.273,0.687,7,4,5.588280883
142,57,21,3,9,58,100,0.272,0.726,7,1,6.243234059
134,57,28,1,9,50,74,0.272,0.753,12,8,6.611210844
139,74,14,0,32,87,109,0.271,0.975,7,1,7.108535485
155,90,37,0,24,79,90,0.271,0.825,14,4,7.0671428
150,70,28,1,0,53,39,0.271,0.666,26,5,7.095171496
152,66,28,4,3,45,58,0.271,0.691,10,2,6.678157598
126,61,25,3,21,72,100,0.271,0.796,16,1,6.970232787
159,68,21,5,11,55,108,0.27,0.68,13,2,5.766112804
143,59,28,4,2,44,105,0.27,0.67,19,2,6.197476568
157,77,30,5,13,69,116,0.27,0.736,17,4,6.368172795
160,92,40,1,27,101,129,0.269,0.794,9,9,6.996561725
156,78,30,3,28,97,86,0.269,0.783,13,8,6.554281175
156,102,43,2,36,104,125,0.268,0.821,6,5,6.942204063
145,65,34,4,26,78,105,0.267,0.815,10,5,5.604961895
151,83,34,2,16,78,96,0.266,0.744,9,6,7.134266795
162,85,41,0,32,114,87,0.265,0.811,8,11,6.970232787
155,94,40,1,26,69,90,0.264,0.792,10,3,6.69553173
147,70,30,4,7,53,85,0.264,0.716,9,5,5.652603529
150,71,33,3,25,73,68,0.264,0.797,6,3,5.604961895
161,80,34,0,25,92,132,0.263,0.749,16,4,5.996561725
142,88,37,1,29,89,139,0.263,0.918,6,4,7.0671428
160,95,24,3,51,128,112,0.263,0.922,19,7,7.164052813
156,99,36,1,39,121,167,0.263,0.91,14,3,6.776836669
147,79,31,2,15,68,121,0.262,0.763,8,6,6.558504493
142,67,23,0,19,71,94,0.262,0.782,8,4,7.108535485
146,71,23,6,10,59,101,0.262,0.703,14,5,5.586970793
154,70,26,2,22,92,88,0.261,0.749,12,7,6.690047309
160,75,31,9,16,72,140,0.261,0.749,14,6,6.197476568
139,73,29,2,25,90,148,0.26,0.793,18,3,7.146324046
141,53,28,0,20,78,87,0.259,0.775,15,6,5.595416577
160,84,31,2,24,87,109,0.258,0.757,12,5,6.743836409
149,78,29,1,37,97,145,0.258,0.885,7,5,7.021385309
141,70,28,3,8,57,50,0.257,0.674,10,2,6.84529405
158,60,24,7,8,52,58,0.257,0.662,11,4,6.579026161
139,68,27,5,8,63,57,0.256,0.707,5,8,5.566829882
150,85,34,4,9,42,69,0.256,0.726,8,4,6.197476568
134,52,19,0,7,59,54,0.256,0.677,22,2,6.456308884
156,69,36,1,19,87,108,0.255,0.716,15,4,7.297591721
142,59,30,5,19,68,98,0.255,0.77,4,3,5.629435664
131,72,25,5,17,55,90,0.255,0.756,11,3,6.108535485
141,67,30,1,13,53,77,0.254,0.752,10,4,6.956444502
141,61,33,3,3,45,74,0.254,0.675,10,2,5.566829882
142,53,36,1,12,66,82,0.253,0.722,16,4,6.544264054
146,58,23,3,16,71,77,0.252,0.712,7,10,6.399581259
128,97,17,5,29,65,121,0.251,0.879,7,2,5.996561725
135,58,17,2,23,87,99,0.251,0.745,11,10,6.669202791
133,61,18,1,11,61,70,0.251,0.729,11,5,6.044866405
156,69,30,4,20,81,102,0.25,0.717,20,6,6.433565757
142,74,22,4,23,73,120,0.249,0.757,17,4,6.766112804
141,53,19,1,12,64,75,0.249,0.688,16,6,7.159060872
150,53,31,1,10,61,69,0.248,0.671,24,4,6.739240658
152,58,27,2,11,54,103,0.248,0.654,5,4,5.715502811
137,61,19,1,18,58,80,0.248,0.775,6,1,7.021385309
148,76,42,7,11,57,147,0.248,0.756,6,2,6.551442639
160,107,35,2,40,101,168,0.247,0.927,6,2,6.729900631
